"Voltage","Current","Active_Power","Apparent_Power","Reactive_Power","Power_Factor","Phase_angle","Frequency","Fordward_Energy","Reverse_Energy","Abs_Energy","Ind_Energy","Cap_Energy","Abs_Reactive_Energy","MeterStatus","SyStatus","createdAt"
226.02,0.48,74,108,-57,0.69,-0.48,50.02,25.58,0,25.58,0.58,1.4,2.02,10241,2,"2022-01-20T04:54:22.670Z"
225.98,0.48,74,108,-57,0.69,-0.48,50.01,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:54:27.939Z"
226.07,0.48,74,107,-57,0.69,-0.47,49.99,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:54:33.183Z"
226.07,0.48,74,108,-56,0.69,-0.47,49.97,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:54:38.441Z"
226.87,0.47,74,107,-57,0.69,-0.47,49.98,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:54:43.696Z"
226.89,0.48,75,108,-57,0.69,-0.46,49.98,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:54:48.965Z"
226.91,0.48,75,108,-57,0.69,-0.47,49.98,25.58,0,25.58,0.58,1.4,2.02,10241,2,"2022-01-20T04:54:54.210Z"
226.88,0.48,75,108,-56,0.69,-0.47,49.98,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:54:59.467Z"
226.85,0.48,74,107,-56,0.69,-0.47,49.98,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:04.723Z"
227.34,0.47,74,107,-57,0.69,-0.47,49.98,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:09.991Z"
227.59,0.48,75,108,-57,0.69,-0.47,49.99,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:15.239Z"
227.46,0.47,74,108,-57,0.69,-0.47,50,25.58,0,25.58,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:20.496Z"
224.85,0.48,74,107,-56,0.69,-0.47,49.99,25.58,0,25.58,0.58,1.4,2.02,10241,2,"2022-01-20T04:55:25.749Z"
224.94,0.47,73,106,-57,0.69,-0.48,50,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:31.015Z"
224.99,0.48,74,107,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:36.260Z"
225.06,0.47,73,106,-57,0.69,-0.47,50.02,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:41.519Z"
225.04,0.48,74,107,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,2,"2022-01-20T04:55:46.776Z"
225,0.48,73,107,-57,0.69,-0.48,50,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:52.043Z"
225.04,0.48,73,107,-57,0.69,-0.48,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:55:57.286Z"
224.96,0.49,76,109,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:02.543Z"
226.69,0.46,71,105,-58,0.68,-0.49,50,25.59,0,25.59,0.58,1.4,2.02,10241,2,"2022-01-20T04:56:07.801Z"
226.54,0.46,70,104,-57,0.67,-0.47,50,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:13.070Z"
226.58,0.49,77,110,-56,0.7,-0.46,49.99,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:18.313Z"
226.58,0.48,76,109,-56,0.7,-0.47,50,25.59,0,25.59,0.58,1.4,2.02,10241,2,"2022-01-20T04:56:23.568Z"
226.55,0.48,75,108,-57,0.69,-0.47,50,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:28.827Z"
226.67,0.49,76,110,-57,0.69,-0.47,50,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:34.092Z"
228.71,0.48,76,110,-57,0.69,-0.47,49.99,25.59,0,25.59,0.58,1.4,2.02,10241,2,"2022-01-20T04:56:39.340Z"
230.09,0.48,76,109,-57,0.7,-0.47,50,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:44.597Z"
230.43,0.48,76,109,-57,0.69,-0.46,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:49.854Z"
230.17,0.47,75,109,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:56:55.122Z"
230.32,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,2,"2022-01-20T04:57:00.367Z"
230.33,0.49,78,112,-57,0.7,-0.47,50.01,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:57:05.624Z"
230.92,0.47,75,109,-57,0.69,-0.47,50.03,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:57:10.879Z"
231.05,0.47,75,109,-57,0.69,-0.47,50.03,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:57:16.148Z"
230.98,0.47,75,109,-57,0.69,-0.47,50.02,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:57:21.393Z"
231.03,0.47,76,109,-57,0.69,-0.47,50.02,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:57:26.650Z"
230.99,0.47,74,107,-57,0.69,-0.47,50.03,25.59,0,25.59,0.58,1.4,2.02,10241,0,"2022-01-20T04:57:31.905Z"
231.01,0.47,75,108,-57,0.7,-0.46,50.02,25.59,0,25.59,0.58,1.41,2.02,10241,2,"2022-01-20T04:57:37.171Z"
230.7,0.47,74,107,-57,0.69,-0.48,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,2,"2022-01-20T04:57:42.418Z"
230.33,0.47,74,107,-57,0.69,-0.48,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:57:47.675Z"
230.22,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:57:52.932Z"
229.99,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:57:58.200Z"
229.92,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,2,"2022-01-20T04:58:03.444Z"
229.95,0.48,76,109,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:08.701Z"
230.05,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:13.958Z"
230.2,0.48,76,110,-57,0.7,-0.47,50.02,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:19.226Z"
230.11,0.47,75,108,-57,0.69,-0.48,50.03,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:24.471Z"
230.11,0.47,74,108,-57,0.69,-0.47,50.03,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:29.727Z"
229.85,0.47,74,107,-57,0.69,-0.47,50.02,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:34.987Z"
229.71,0.47,74,107,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,2,"2022-01-20T04:58:40.252Z"
229.68,0.47,75,108,-57,0.69,-0.47,50.02,25.59,0,25.59,0.58,1.41,2.02,10241,2,"2022-01-20T04:58:45.496Z"
230.12,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:50.754Z"
230.05,0.48,76,110,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:58:56.012Z"
230.27,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:01.280Z"
230.16,0.48,77,110,-57,0.7,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:06.523Z"
230.09,0.48,77,111,-58,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:11.782Z"
230.19,0.46,71,104,-58,0.68,-0.49,50,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:17.036Z"
230.31,0.46,71,105,-58,0.68,-0.49,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:22.307Z"
230.24,0.48,77,109,-57,0.7,-0.46,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,2,"2022-01-20T04:59:27.548Z"
229.83,0.48,77,109,-57,0.7,-0.47,50,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:32.820Z"
229.92,0.47,75,108,-57,0.7,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.02,10241,0,"2022-01-20T04:59:38.061Z"
229.76,0.47,75,108,-57,0.69,-0.47,50.01,25.59,0,25.59,0.58,1.41,2.03,10241,0,"2022-01-20T04:59:43.326Z"
229.76,0.47,75,108,-57,0.69,-0.47,50.02,25.59,0,25.59,0.58,1.41,2.03,10241,0,"2022-01-20T04:59:48.575Z"
229.46,0.48,76,109,-57,0.69,-0.47,50.04,25.59,0,25.59,0.58,1.41,2.03,10241,0,"2022-01-20T04:59:53.833Z"
229.51,0.48,75,109,-57,0.69,-0.47,50.03,25.59,0,25.59,0.58,1.41,2.03,10241,0,"2022-01-20T04:59:59.088Z"
229.52,0.48,76,109,-57,0.69,-0.48,50.02,25.59,0,25.59,0.58,1.41,2.03,10241,2,"2022-01-20T05:00:04.358Z"
229.17,1.17,217,267,16,0.81,0.06,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,2,"2022-01-20T05:00:09.600Z"
229.31,0.85,190,194,2,0.98,0,50,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:14.857Z"
229.05,0.85,191,195,2,0.98,0,50,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:20.113Z"
229.24,0.85,190,194,2,0.98,0.01,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,2,"2022-01-20T05:00:25.383Z"
229.28,0.83,186,190,1,0.98,0,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:30.627Z"
229.34,0.83,185,189,1,0.98,0.01,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:35.880Z"
229.16,0.83,186,190,1,0.98,0.03,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:41.136Z"
229.21,0.81,181,185,1,0.98,0.01,50,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:46.416Z"
229.32,0.79,176,180,0,0.98,0.03,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:51.650Z"
229.05,0.78,173,177,-1,0.98,0,50,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:00:56.906Z"
229.07,0.79,176,180,-1,0.98,0,49.99,25.59,0,25.59,0.58,1.41,2.03,2049,2,"2022-01-20T05:01:02.162Z"
227.8,0.77,171,175,-2,0.98,0.02,50,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:01:07.439Z"
227.8,0.77,171,175,-3,0.98,0.02,50.02,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:01:12.675Z"
229.18,0.77,173,177,-2,0.98,0.01,50.03,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:01:17.930Z"
228.85,0.76,171,175,-2,0.98,0.01,50.02,25.59,0,25.59,0.58,1.41,2.03,2049,2,"2022-01-20T05:01:23.189Z"
228.83,0.76,171,175,-2,0.98,0,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:01:28.453Z"
228.74,0.77,172,175,-2,0.98,0.01,50.01,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:01:33.701Z"
228.69,0.78,174,178,-2,0.97,0.01,50.02,25.59,0,25.59,0.58,1.41,2.03,2049,0,"2022-01-20T05:01:38.957Z"
229.48,0.76,171,174,-1,0.98,0.03,50.01,25.59,0,25.59,0.58,1.41,2.03,10241,0,"2022-01-20T05:01:44.213Z"
229.49,0.76,171,175,-1,0.98,0.02,50.02,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:01:49.480Z"
228.01,0.77,171,174,-3,0.98,0.02,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:01:54.728Z"
228.11,0.76,170,174,-2,0.98,0.02,50,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:01:59.985Z"
228.08,0.76,169,173,-2,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:05.241Z"
227.7,0.76,169,173,-2,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:10.508Z"
227.53,0.76,169,173,-3,0.98,0,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:15.753Z"
227.57,0.77,172,176,-3,0.98,0.01,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:21.008Z"
226.92,0.74,165,168,-4,0.98,0,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:26.267Z"
226.85,0.75,166,170,-4,0.98,0,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:31.532Z"
226.88,0.78,172,176,-3,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:36.779Z"
226.96,0.78,172,176,-3,0.98,0,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:02:42.035Z"
226.13,0.77,170,174,-3,0.98,0.02,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:47.290Z"
226.15,0.77,169,173,-4,0.98,0.02,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:52.558Z"
226.08,0.77,170,174,-4,0.98,0,50.03,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:02:57.806Z"
225.7,0.77,169,173,-4,0.98,0,50.02,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:03:03.062Z"
227.23,0.76,169,173,-3,0.98,0,50.02,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:08.324Z"
226.22,0.77,169,173,-3,0.98,0.01,50.02,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:13.589Z"
226.06,0.77,169,173,-4,0.98,0,50.02,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:18.833Z"
226.21,0.78,172,177,-4,0.98,0.01,50,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:24.086Z"
226.02,0.77,169,173,-4,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:29.342Z"
226.15,0.76,168,172,-4,0.98,0,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:34.610Z"
226.02,0.77,170,174,-4,0.98,0,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:39.857Z"
227.39,0.76,170,174,-3,0.98,0,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:45.114Z"
227.52,0.77,171,174,-3,0.98,0,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:50.369Z"
227.85,0.76,170,173,-3,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:03:55.636Z"
227.78,0.77,171,175,-3,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:04:00.883Z"
228.02,0.77,171,174,-2,0.98,0.02,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:06.139Z"
228.14,0.76,170,173,-2,0.98,0.02,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:11.394Z"
228.01,0.77,171,174,-2,0.98,0.02,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:16.660Z"
228.51,0.77,172,176,-2,0.98,0.03,50,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:21.906Z"
228.26,0.76,170,174,-2,0.98,0,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:27.165Z"
228.4,0.76,171,174,-2,0.98,0.02,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:32.421Z"
228.39,0.76,170,174,-2,0.98,0,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:04:37.687Z"
228.14,0.77,172,176,-2,0.98,0,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:42.932Z"
228.07,0.76,170,174,-2,0.98,0.01,50,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:48.189Z"
228.17,0.78,172,177,-2,0.98,0,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:04:53.446Z"
228.17,0.78,173,177,-2,0.98,0.02,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:04:58.711Z"
228.22,0.76,170,174,-2,0.98,0.02,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:05:03.962Z"
228.2,0.77,172,176,-2,0.98,0.03,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:09.217Z"
228.08,0.78,173,177,-2,0.98,0.01,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:14.472Z"
228.18,0.76,170,174,-2,0.98,0.01,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:19.739Z"
228.04,0.77,171,174,-2,0.98,0,49.97,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:24.985Z"
227.94,0.78,174,178,-2,0.98,0.01,49.97,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:05:30.241Z"
227.96,0.75,166,170,-3,0.98,0.01,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:35.497Z"
227.75,0.75,166,169,-3,0.98,0.01,49.98,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:05:40.765Z"
227.83,0.8,177,182,-1,0.98,0.02,49.99,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:46.011Z"
228.08,0.78,174,178,-2,0.98,0.02,50.01,25.6,0,25.6,0.58,1.41,2.03,10241,2,"2022-01-20T05:05:51.266Z"
228.09,0.78,174,178,-2,0.98,0.02,50.02,25.6,0,25.6,0.58,1.41,2.03,10241,0,"2022-01-20T05:05:56.522Z"
228.09,0.79,176,180,-2,0.97,0.01,50.02,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:01.788Z"
228,0.78,173,177,-3,0.98,0,50.01,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:07.036Z"
228.18,0.78,173,177,-2,0.98,0,50,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:12.292Z"
228.77,0.78,175,179,-1,0.98,0,50,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:06:17.550Z"
228.41,0.77,173,176,-2,0.98,0,50,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:22.814Z"
228.17,0.77,171,175,-2,0.98,0.01,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:28.062Z"
228.12,0.77,171,175,-2,0.98,0.01,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:33.322Z"
227.93,0.77,171,175,-2,0.98,0.03,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:06:38.574Z"
227.9,0.77,171,175,-2,0.98,0.01,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:43.840Z"
228.09,0.77,171,174,-2,0.98,0.01,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:06:49.086Z"
228.07,0.76,170,174,-2,0.98,0,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:06:54.342Z"
228.15,0.77,171,174,-2,0.98,0,49.97,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:06:59.600Z"
228.26,0.76,171,174,-2,0.98,0,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:04.864Z"
228.09,0.77,172,176,-2,0.98,0,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:07:10.114Z"
227.48,0.76,168,172,-3,0.98,0.03,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:15.370Z"
228,0.76,170,174,-2,0.98,0.01,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:07:20.626Z"
227.96,0.76,170,174,-2,0.98,0.02,50,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:25.892Z"
227.95,0.76,170,174,-2,0.98,0.02,50.01,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:31.138Z"
227.48,0.77,170,174,-3,0.98,0,50.01,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:07:36.394Z"
227.28,0.77,170,174,-3,0.98,0,50.02,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:41.652Z"
227.47,0.77,170,174,-3,0.98,0,50.01,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:46.918Z"
227.39,0.76,170,173,-3,0.98,0,50,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:07:52.164Z"
227.39,0.77,170,174,-3,0.98,0.02,50,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:07:57.420Z"
227.02,0.77,170,174,-3,0.98,0.02,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:08:02.678Z"
226.86,0.77,170,174,-3,0.98,0,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:08:07.942Z"
227.47,0.47,74,107,-57,0.69,-0.47,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:08:13.192Z"
227.88,0.47,74,107,-57,0.69,-0.47,49.98,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:08:18.446Z"
227.97,0.47,74,107,-57,0.69,-0.47,49.99,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:08:23.704Z"
228.79,0.46,73,105,-57,0.69,-0.46,50.01,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:08:28.970Z"
228.64,0.47,73,106,-57,0.69,-0.47,50.02,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:08:34.218Z"
228.39,0.47,74,107,-57,0.69,-0.47,50.03,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:08:39.474Z"
228.51,0.47,72,106,-57,0.68,-0.47,50.03,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:08:44.730Z"
228.58,0.46,71,104,-58,0.68,-0.49,50.02,25.61,0,25.61,0.58,1.41,2.03,10241,2,"2022-01-20T05:08:50.018Z"
228.4,0.48,78,110,-56,0.71,-0.49,50.02,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:08:55.244Z"
227.74,0.48,76,109,-57,0.7,-0.46,50.02,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:00.498Z"
227.9,0.48,76,108,-57,0.7,-0.47,50.04,25.61,0,25.61,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:05.758Z"
229.27,0.48,76,109,-57,0.7,-0.47,50.03,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:11.020Z"
229.16,0.47,75,107,-57,0.69,-0.47,50.02,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:16.270Z"
228.87,0.47,75,108,-57,0.69,-0.47,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:21.526Z"
227.11,0.48,75,108,-57,0.69,-0.48,50,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:26.784Z"
227.13,0.47,73,106,-57,0.69,-0.48,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,2,"2022-01-20T05:09:32.053Z"
226.93,0.47,73,106,-57,0.69,-0.48,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:37.296Z"
227.1,0.47,74,107,-57,0.69,-0.47,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:42.552Z"
227.12,0.47,73,106,-57,0.69,-0.48,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:47.808Z"
227.07,0.47,73,106,-57,0.69,-0.48,50,25.62,0,25.62,0.58,1.41,2.03,10241,2,"2022-01-20T05:09:53.076Z"
226.94,0.48,75,108,-57,0.69,-0.47,50,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:09:58.322Z"
226.64,0.47,74,107,-56,0.69,-0.47,49.99,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:03.578Z"
227.19,0.49,77,111,-57,0.7,-0.47,49.99,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:08.838Z"
225.38,0.47,72,105,-57,0.69,-0.48,50,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:14.100Z"
227.27,0.47,73,106,-57,0.69,-0.48,50.02,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:19.348Z"
227.14,0.48,75,109,-57,0.69,-0.48,50.03,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:24.606Z"
226.79,0.47,73,107,-57,0.69,-0.48,50.03,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:29.861Z"
226.58,0.48,75,109,-57,0.69,-0.47,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,2,"2022-01-20T05:10:35.125Z"
226.81,0.47,73,107,-57,0.69,-0.47,50,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:40.376Z"
226.84,0.47,73,106,-57,0.69,-0.47,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:45.630Z"
226.91,0.47,73,106,-57,0.69,-0.47,50.02,25.62,0,25.62,0.58,1.41,2.03,10241,0,"2022-01-20T05:10:50.888Z"
226.79,0.48,74,108,-57,0.69,-0.47,50.01,25.62,0,25.62,0.58,1.41,2.03,10241,2,"2022-01-20T05:10:56.152Z"
