"Voltage","Current","Active_Power","Apparent_Power","Reactive_Power","Power_Factor","Phase_angle","Frequency","Fordward_Energy","Reverse_Energy","Abs_Energy","Ind_Energy","Cap_Energy","Abs_Reactive_Energy","MeterStatus","SyStatus","createdAt"
202.2,2.42,476,488,17,0.98,0.07,50.01,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:40.714Z"
202.5,2.41,475,487,17,0.98,0.07,50.01,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:45.970Z"
202.43,2.38,470,482,20,0.97,0.07,50.01,31.87,0,31.87,0.66,1.91,2.61,2049,2,"2022-01-21T00:16:51.243Z"
202.34,2.42,477,489,20,0.98,0.07,50,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:56.482Z"
202.46,2.38,470,482,20,0.97,0.08,49.99,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:17:01.739Z"
203.81,2.42,480,493,21,0.97,0.08,49.98,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:17:06.996Z"
203.97,2.38,472,485,21,0.97,0.08,49.98,31.88,0,31.88,0.67,1.91,2.61,2049,2,"2022-01-21T00:17:12.264Z"
204.14,2.44,485,497,22,0.97,0.08,49.98,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:17.510Z"
204.62,2.4,479,492,22,0.97,0.07,49.98,31.88,0,31.88,0.67,1.91,2.61,2049,2,"2022-01-21T00:17:22.765Z"
204.64,2.37,471,484,21,0.97,0.07,49.97,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:28.021Z"
204.69,2.39,476,489,23,0.97,0.08,49.98,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:33.294Z"
204.77,2.39,476,489,23,0.97,0.08,49.99,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:38.534Z"
204.55,2.38,474,486,22,0.98,0.08,50,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:43.798Z"
204.37,2.38,473,486,22,0.97,0.08,50,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:49.050Z"
204.89,2.39,477,489,22,0.97,0.08,50.01,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:17:54.320Z"
204.37,2.42,482,495,21,0.97,0.08,50.02,31.88,0,31.88,0.67,1.91,2.61,2049,2,"2022-01-21T00:17:59.560Z"
204.76,2.41,479,493,21,0.97,0.08,50.02,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:04.816Z"
204.67,2.38,475,487,22,0.97,0.08,50.01,31.88,0,31.88,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:10.070Z"
205.28,2.4,480,493,22,0.97,0.08,50,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:15.336Z"
204.81,2.38,475,487,22,0.97,0.08,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,2,"2022-01-21T00:18:20.586Z"
203.76,2.39,474,486,21,0.97,0.08,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:25.842Z"
203.91,2.41,478,491,21,0.97,0.08,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,2,"2022-01-21T00:18:31.098Z"
203.56,2.39,474,486,21,0.97,0.08,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:36.360Z"
203.63,2.39,473,486,21,0.97,0.08,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:41.613Z"
203.62,2.41,477,490,21,0.97,0.07,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:46.867Z"
203.44,2.4,475,487,21,0.97,0.07,49.99,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:18:52.123Z"
206.12,2.39,479,492,23,0.97,0.07,50.01,31.89,0,31.89,0.67,1.91,2.61,2049,2,"2022-01-21T00:18:57.390Z"
206.18,2.44,491,504,22,0.97,0.07,50.02,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:02.653Z"
206.24,2.37,476,489,23,0.97,0.07,50.02,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:07.898Z"
202.81,2.39,472,485,18,0.97,0.07,50.02,31.89,0,31.89,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:13.148Z"
203.4,4.97,1005,1011,-23,0.99,0.14,50,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:18.416Z"
202.22,6.51,1309,1317,68,0.99,0.04,50,31.9,0,31.9,0.67,1.91,2.61,2049,2,"2022-01-21T00:19:23.662Z"
202.14,6.46,1297,1305,67,0.99,0.04,49.99,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:28.918Z"
202.11,6.44,1294,1302,61,0.99,0.04,50,31.9,0,31.9,0.67,1.91,2.61,2049,2,"2022-01-21T00:19:34.183Z"
201.6,6.46,1294,1302,65,0.99,0.03,50,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:39.442Z"
200.82,6.48,1293,1301,64,0.99,0.04,50.01,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:44.688Z"
200.71,6.51,1299,1307,65,0.99,0.04,50.01,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:19:49.946Z"
200.8,6.55,1307,1315,69,0.99,0.04,50.01,31.9,0,31.9,0.67,1.91,2.61,2049,2,"2022-01-21T00:19:55.200Z"
200.97,6.56,1310,1319,70,0.99,0.04,50,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:00.468Z"
200.98,6.59,1316,1324,71,0.99,0.04,49.99,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:05.716Z"
202.18,6.57,1320,1329,73,0.99,0.04,49.99,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:10.970Z"
201.9,6.92,1388,1397,83,0.99,0.05,50,31.9,0,31.9,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:16.226Z"
202.42,6.79,1365,1375,81,0.99,0.05,50,31.92,0,31.92,0.67,1.91,2.61,2049,2,"2022-01-21T00:20:21.493Z"
202.14,6.9,1385,1395,86,0.99,0.04,50,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:26.741Z"
200.81,6.94,1383,1393,87,0.99,0.04,50,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:31.996Z"
200.97,6.89,1374,1383,86,0.99,0.04,49.99,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:37.255Z"
200.59,7.05,1403,1414,90,0.99,0.05,49.98,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:42.522Z"
200.69,7.05,1403,1414,89,0.99,0.05,49.98,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:47.766Z"
200.32,7.05,1400,1411,90,0.99,0.05,49.98,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:20:53.024Z"
199.7,7.03,1393,1404,90,0.99,0.05,49.98,31.92,0,31.92,0.67,1.91,2.61,2049,2,"2022-01-21T00:20:58.281Z"
199.47,7,1386,1396,89,0.99,0.05,49.98,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:03.544Z"
200.01,6.99,1388,1398,88,0.99,0.05,49.98,31.92,0,31.92,0.67,1.91,2.61,2049,2,"2022-01-21T00:21:08.792Z"
199.94,6.94,1377,1388,86,0.99,0.05,50,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:14.048Z"
200.26,7.06,1403,1414,88,0.99,0.05,50.01,31.92,0,31.92,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:19.304Z"
200.85,6.95,1387,1396,85,0.99,0.05,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,2,"2022-01-21T00:21:24.584Z"
200.44,6.99,1392,1402,85,0.99,0.04,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:29.820Z"
200.44,6.86,1365,1375,87,0.99,0.04,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:35.076Z"
200.43,7.11,1415,1425,89,0.99,0.05,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:40.332Z"
200.54,7.07,1407,1418,88,0.99,0.05,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,2,"2022-01-21T00:21:45.598Z"
200.72,7.08,1409,1420,88,0.99,0.05,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:50.846Z"
199.81,7.09,1405,1416,89,0.99,0.04,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:21:56.102Z"
199.24,7.13,1409,1420,91,0.99,0.05,50,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:22:01.359Z"
199.19,7.13,1410,1420,91,0.99,0.05,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,2,"2022-01-21T00:22:06.622Z"
199.14,7.14,1411,1422,91,0.99,0.05,50.01,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:22:11.872Z"
198.29,7.17,1410,1422,92,0.99,0.05,50.02,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:22:17.128Z"
198.03,7.18,1411,1422,91,0.99,0.05,50.02,31.95,0,31.95,0.67,1.91,2.61,2049,0,"2022-01-21T00:22:22.382Z"
197.85,7.19,1411,1421,93,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:22:27.652Z"
197.11,7.22,1411,1422,93,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:22:32.898Z"
197.12,7.24,1415,1426,91,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,2,"2022-01-21T00:22:38.155Z"
197.23,7.22,1412,1423,93,0.99,0.05,50.02,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:22:43.410Z"
197.13,7.22,1411,1422,93,0.99,0.05,50.02,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:22:48.680Z"
197.14,7.22,1412,1424,93,0.99,0.05,50.02,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:22:53.922Z"
196.99,7.28,1422,1433,90,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:22:59.180Z"
197.06,7.23,1413,1424,94,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:04.436Z"
196.24,7.25,1411,1423,95,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,2,"2022-01-21T00:23:09.702Z"
196.76,7.27,1419,1430,93,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:14.949Z"
196.77,7.23,1411,1423,94,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:20.204Z"
196.77,7.23,1411,1422,94,0.99,0.05,50.01,31.97,0,31.97,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:25.460Z"
195.02,7.32,1416,1427,95,0.99,0.05,50.01,32,0,32,0.67,1.91,2.62,2049,2,"2022-01-21T00:23:30.728Z"
195.08,7.34,1419,1431,95,0.99,0.05,50.01,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:35.976Z"
195.13,7.32,1417,1429,98,0.99,0.05,50.02,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:41.230Z"
194.84,7.33,1416,1428,97,0.99,0.05,50.02,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:46.489Z"
194.98,7.3,1412,1423,98,0.99,0.05,50.01,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:51.754Z"
195.43,7.38,1429,1441,98,0.99,0.05,50.01,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:23:57.000Z"
195.09,7.38,1427,1439,101,0.99,0.05,50,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:02.258Z"
195.35,7.29,1412,1424,99,0.99,0.05,49.99,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:07.515Z"
195.47,7.29,1414,1425,98,0.99,0.05,49.99,32,0,32,0.67,1.91,2.62,2049,2,"2022-01-21T00:24:12.780Z"
194.58,7.34,1417,1428,100,0.99,0.05,50,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:18.026Z"
194.36,7.34,1414,1425,99,0.99,0.05,50,32,0,32,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:23.291Z"
193.86,7.4,1423,1435,102,0.99,0.05,50.01,32,0,32,0.67,1.91,2.62,2049,2,"2022-01-21T00:24:28.538Z"
193.86,7.37,1417,1429,100,0.99,0.05,50.01,32.02,0,32.02,0.67,1.91,2.62,2049,2,"2022-01-21T00:24:33.806Z"
193.83,7.34,1411,1422,101,0.99,0.06,50,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:39.054Z"
193.85,7.33,1410,1421,101,0.99,0.05,49.98,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:44.310Z"
194.15,7.21,1390,1400,98,0.99,0.05,49.97,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:24:49.566Z"
193.88,7.45,1432,1444,100,0.99,0.05,49.98,32.02,0,32.02,0.67,1.91,2.62,2049,2,"2022-01-21T00:24:54.834Z"
194.18,7.32,1409,1420,100,0.99,0.05,49.98,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:00.080Z"
194,7.32,1409,1421,101,0.99,0.05,49.99,32.02,0,32.02,0.67,1.91,2.62,2049,2,"2022-01-21T00:25:05.336Z"
194.28,7.26,1399,1409,100,0.99,0.05,49.99,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:10.595Z"
196.93,7.12,1392,1402,95,0.99,0.05,49.99,32.02,0,32.02,0.67,1.91,2.62,2049,2,"2022-01-21T00:25:15.858Z"
199.49,2.78,535,554,25,0.97,0.07,49.99,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:21.104Z"
201.15,2.69,523,542,27,0.97,0.08,49.98,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:26.362Z"
201.2,2.78,539,560,25,0.96,0.08,49.98,32.02,0,32.02,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:31.616Z"
201.3,2.71,526,544,27,0.97,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,2,"2022-01-21T00:25:36.882Z"
201.12,2.74,532,551,27,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:42.132Z"
200.86,2.77,537,557,28,0.96,0.08,49.97,32.04,0,32.04,0.67,1.91,2.62,2049,2,"2022-01-21T00:25:47.388Z"
200.78,2.79,539,560,27,0.96,0.08,49.95,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:52.644Z"
200.8,2.82,545,566,29,0.96,0.08,49.96,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:25:57.903Z"
200.51,2.85,550,572,29,0.96,0.08,49.97,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:26:03.157Z"
200.61,2.87,554,575,26,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,2,"2022-01-21T00:26:08.408Z"
200.48,2.92,562,585,26,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:26:13.670Z"
200.49,2.92,562,585,24,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:26:18.941Z"
200.55,2.92,562,585,26,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:26:24.182Z"
202.18,2.79,544,564,26,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:26:29.437Z"
201.17,2.79,541,561,22,0.96,0.08,49.98,32.04,0,32.04,0.67,1.91,2.62,2049,0,"2022-01-21T00:26:34.700Z"
201.14,2.88,556,579,27,0.96,0.08,49.99,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:26:39.978Z"
201.22,2.81,544,565,26,0.96,0.08,49.98,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:26:45.216Z"
200.86,2.84,548,570,28,0.96,0.08,49.99,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:26:50.472Z"
201.08,2.75,530,552,27,0.96,0.08,49.98,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:26:55.724Z"
201.21,2.83,548,570,27,0.96,0.08,49.98,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:00.992Z"
201.26,2.78,539,559,27,0.96,0.08,49.99,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:06.244Z"
201.21,2.87,555,576,28,0.96,0.08,50.01,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:11.491Z"
203.45,2.84,556,577,30,0.96,0.08,50.02,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:16.760Z"
203.26,2.84,555,577,29,0.96,0.08,50.02,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:22.052Z"
203.91,2.71,533,553,30,0.96,0.08,50.02,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:27.258Z"
203.88,2.73,537,555,28,0.97,0.07,50.01,32.05,0,32.05,0.68,1.91,2.62,2049,2,"2022-01-21T00:27:32.518Z"
203.19,2.77,543,562,26,0.96,0.07,50.01,32.05,0,32.05,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:37.771Z"
203.08,2.75,539,558,28,0.97,0.08,50.01,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:43.044Z"
203.27,2.74,538,557,28,0.96,0.08,50.01,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:48.287Z"
202.51,2.82,548,570,29,0.96,0.07,50.01,32.06,0,32.06,0.68,1.91,2.62,2049,2,"2022-01-21T00:27:53.540Z"
202.39,2.85,554,575,29,0.96,0.08,50,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:27:58.796Z"
202.51,2.82,550,570,28,0.96,0.08,50,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:04.062Z"
203.23,2.81,549,570,29,0.96,0.08,50.01,32.06,0,32.06,0.68,1.91,2.62,2049,2,"2022-01-21T00:28:09.313Z"
203.46,2.84,556,577,30,0.96,0.08,50.02,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:14.572Z"
201.67,6.08,1218,1225,27,0.99,0.01,50.03,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:19.822Z"
201.25,7,1398,1409,82,0.99,0.04,50.02,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:25.100Z"
201.51,6.79,1357,1367,69,0.99,0.04,50.01,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:30.340Z"
200.99,6.85,1365,1376,68,0.99,0.04,50,32.06,0,32.06,0.68,1.91,2.62,2049,2,"2022-01-21T00:28:35.600Z"
200.91,6.87,1370,1380,74,0.99,0.05,50,32.06,0,32.06,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:40.856Z"
202.52,6.8,1367,1377,70,0.99,0.04,50,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:46.132Z"
202.63,6.87,1381,1392,72,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:28:51.396Z"
203.66,6.82,1379,1389,74,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,2,"2022-01-21T00:28:56.628Z"
204.26,6.83,1384,1394,78,0.99,0.05,50.02,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:01.884Z"
204.27,6.84,1385,1396,78,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:07.148Z"
203.93,6.82,1380,1390,80,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:12.396Z"
202.68,6.92,1392,1403,79,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:17.676Z"
202.46,6.88,1383,1392,82,0.99,0.05,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,2,"2022-01-21T00:29:22.902Z"
202.02,6.97,1397,1408,84,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:28.172Z"
202.65,6.91,1389,1400,84,0.99,0.04,50.01,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:33.411Z"
202.51,7,1406,1417,83,0.99,0.04,50.02,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:38.670Z"
202.87,6.99,1406,1417,83,0.99,0.04,50.02,32.07,0,32.07,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:43.927Z"
203.12,6.91,1392,1402,82,0.99,0.05,50.02,32.1,0,32.1,0.68,1.91,2.62,2049,2,"2022-01-21T00:29:49.191Z"
202.95,7.01,1410,1421,85,0.99,0.04,50.01,32.1,0,32.1,0.68,1.91,2.62,2049,2,"2022-01-21T00:29:54.442Z"
202.79,6.96,1401,1412,87,0.99,0.05,50,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:29:59.697Z"
202.49,6.94,1395,1405,85,0.99,0.04,50,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:30:04.956Z"
202.41,6.92,1390,1401,86,0.99,0.05,49.99,32.1,0,32.1,0.68,1.91,2.62,2049,2,"2022-01-21T00:30:10.218Z"
202.41,6.97,1399,1410,88,0.99,0.05,50,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:30:15.480Z"
202.41,6.93,1391,1402,88,0.99,0.04,50.01,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:30:20.732Z"
202.26,6.98,1401,1412,88,0.99,0.04,50.01,32.1,0,32.1,0.68,1.91,2.62,2049,2,"2022-01-21T00:30:25.981Z"
202.25,6.99,1402,1413,87,0.99,0.05,50.01,32.1,0,32.1,0.68,1.91,2.62,2049,2,"2022-01-21T00:30:31.241Z"
202.27,6.96,1396,1407,88,0.99,0.05,50,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:30:36.500Z"
201.79,7.04,1409,1420,87,0.99,0.05,50,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:30:41.756Z"
201.5,7.01,1401,1412,88,0.99,0.05,49.99,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:30:52.269Z"
201.83,6.92,1386,1397,87,0.99,0.05,50.01,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:02.776Z"
203.34,6.97,1406,1417,87,0.99,0.05,50.02,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:18.545Z"
203.41,6.89,1390,1401,88,0.99,0.05,50.02,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:08.052Z"
203.28,6.86,1384,1395,88,0.99,0.05,50.02,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:13.304Z"
203.58,6.94,1402,1413,87,0.99,0.05,50.01,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:23.800Z"
201.88,6.89,1380,1390,88,0.99,0.05,49.99,32.1,0,32.1,0.68,1.91,2.62,2049,0,"2022-01-21T00:30:47.012Z"
201.44,7,1398,1406,87,0.99,0.05,50,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:30:57.517Z"
203.67,6.91,1397,1407,87,0.99,0.04,50.01,32.12,0,32.12,0.68,1.91,2.63,2049,2,"2022-01-21T00:31:29.056Z"
203.32,6.95,1401,1412,87,0.99,0.04,50.01,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:34.330Z"
202.91,6.96,1400,1411,86,0.99,0.04,50.01,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:39.570Z"
202.18,7.01,1407,1418,86,0.99,0.05,50.02,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:44.826Z"
201.66,7.07,1415,1426,87,0.99,0.04,50.02,32.12,0,32.12,0.68,1.91,2.63,2049,0,"2022-01-21T00:31:50.086Z"
200.73,7.12,1417,1428,88,0.99,0.05,50.02,32.15,0,32.15,0.68,1.91,2.63,2049,2,"2022-01-21T00:31:55.592Z"
200.96,7.01,1397,1408,89,0.99,0.05,50.01,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:11.110Z"
200.51,7.06,1405,1416,91,0.99,0.05,50.01,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:16.390Z"
200.6,7.02,1398,1408,88,0.99,0.05,50.02,32.15,0,32.15,0.68,1.91,2.63,2049,2,"2022-01-21T00:32:00.597Z"
201.25,6.99,1398,1407,87,0.99,0.04,50.02,32.15,0,32.15,0.68,1.91,2.63,2049,2,"2022-01-21T00:32:05.852Z"
199.81,7.14,1415,1426,92,0.99,0.05,50.01,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:21.636Z"
199.79,7.11,1409,1420,91,0.99,0.05,50.01,32.15,0,32.15,0.68,1.91,2.63,2049,2,"2022-01-21T00:32:26.888Z"
199.92,7.03,1395,1405,87,0.99,0.05,50,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:32.144Z"
199.99,7.14,1415,1427,89,0.99,0.05,50,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:37.400Z"
200.07,7.13,1415,1426,89,0.99,0.05,49.99,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:42.656Z"
200.41,7.03,1398,1408,89,0.99,0.05,49.98,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:47.904Z"
200.16,6.92,1374,1384,88,0.99,0.05,49.98,32.15,0,32.15,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:53.170Z"
200.04,6.97,1385,1394,89,0.99,0.05,49.98,32.17,0,32.17,0.68,1.91,2.63,2049,0,"2022-01-21T00:32:58.432Z"
199.84,7.17,1421,1433,90,0.99,0.05,49.99,32.17,0,32.17,0.68,1.91,2.63,2049,2,"2022-01-21T00:33:03.676Z"
199.74,7.15,1417,1428,89,0.99,0.05,50.02,32.17,0,32.17,0.68,1.91,2.63,2049,0,"2022-01-21T00:33:14.189Z"
199.53,7.17,1419,1431,89,0.99,0.05,50.02,32.17,0,32.17,0.68,1.91,2.63,2049,0,"2022-01-21T00:33:19.468Z"
