"Current_A","Current_B","Current_C","Current_N","Current_G","Current_Avg","Current_UNB_A","Current_UNB_B","Current_UNB_C","Voltage_A_B","Voltage_B_C","Voltage_C_A","Voltage_L_L_Avg","Voltage_A_N","Voltage_B_N","Voltage_C_N","rsrv1","Voltage_L_N_Avg","Voltage_UNB_A_B","Voltage_UNB_B_C","Voltage_UNB_C_A","Voltage_UNB_L_L_Worst","Voltage_UNB_A_N","Voltage_UNB_B_N","Voltage_UNB_C_N","Voltage_UNB_L_N_Worst","Current_UNB_Worst","Active_Power_A","Active_Power_B","Active_Power_C","Active_Power_Total","Reactive_Power_A","Reactive_Power_B","Reactive_Power_C","Reactive_Power_Total","Apparent_Power_A","Apparent_Power_B","Apparent_Power_C","Apparent_Power_Total","Power_Factor_A","Power_Factor_B","Power_Factor_C","Power_Factor_Total","Frequency","Temperature","Active_Energy_LastDay","rsrv2","rsrv3","rsrv4","Energy_Acum_Datetime","Active_Energy_Delivered","Active_Energy_Received","Active_Energy_del_p_rec","Active_Energy_del_m_rec","Reactive_Energy_Delivered","Reactive_Energy_Received","Reactive_Energy_del_p_rec","Reactive_Energy_del_m_rec","Apparent_Energy_Delivered","Apparent_Energy_Received","Apparent_Energy_del_p_rec","createdAt"
"15.26","2.62","5.27","10.16","13","2","1","2","5","380","391","383","380","232.71","233.18","233.05","0","232.98","30","23","26","12","12","15","15","0","0","3.25","0.47","1.21","4.93","1.44","0.39","0.23","2.05","3.56","0.61","1.23","5.34","0.91","0.77","0.98","0.92","49.99","47.38","2.96","0","0","0","0","97250.38","362.77","97613.15","96887.61","75284.42","155.1","75439.54","75129.32","125121.31","906.87","4","2020-11-04T20:16:24.674Z"
"15.4","2.63","5.27","10.29","13","2","1","2","5","380","391","383","380","232.53","233.04","232.94","0","232.83","30","23","26","12","12","15","15","0","0","3.28","0.47","1.21","4.96","1.44","0.39","0.23","2.05","3.58","0.61","1.23","5.37","0.92","0.77","0.98","0.92","49.97","48","2.96","0","0","0","0","97250.38","362.77","97613.15","96887.61","75284.42","155.1","75439.54","75129.33","125121.33","906.87","4","2020-11-04T20:16:37.062Z"
"18.05","2.63","5.26","13","13","2","1","2","5","380","391","383","380","231.96","233.29","233.08","0","232.78","30","23","26","12","12","15","15","0","0","3.94","0.47","1.21","5.62","1.42","0.39","0.23","2.03","4.19","0.61","1.23","5.98","0.94","0.77","0.98","0.94","49.98","48","2.96","0","0","0","0","97250.41","362.77","97613.19","96887.64","75284.44","155.1","75439.55","75129.34","125121.34","906.87","4","2020-11-04T20:16:47.592Z"
"18.09","2.63","5.26","13.04","13","2","1","2","5","380","391","383","380","231.94","233.24","233.05","0","232.74","30","23","26","12","12","15","15","0","0","3.95","0.47","1.21","5.63","1.42","0.39","0.23","2.03","4.19","0.61","1.23","5.98","0.94","0.77","0.98","0.94","49.98","47.69","2.96","0","0","0","0","97250.43","362.77","97613.21","96887.66","75284.45","155.1","75439.55","75129.34","125121.36","906.87","4","2020-11-04T20:16:57.958Z"
"18.06","2.63","5.26","13.01","13","2","1","2","5","380","391","383","380","231.66","232.97","232.66","0","232.43","30","23","26","12","12","15","15","0","0","3.94","0.47","1.2","5.61","1.41","0.39","0.23","2.03","4.18","0.61","1.22","5.97","0.94","0.77","0.98","0.94","49.97","47.69","2.96","0","0","0","0","97250.45","362.77","97613.22","96887.67","75284.45","155.1","75439.56","75129.34","125121.38","906.87","4","2020-11-04T20:17:08.363Z"
"18.03","2.62","5.26","12.98","13","2","1","2","5","380","391","383","380","231.97","233.29","232.95","0","232.74","30","23","26","12","12","15","15","0","0","3.93","0.47","1.21","5.61","1.42","0.39","0.23","2.03","4.18","0.61","1.23","5.97","0.94","0.77","0.98","0.94","49.98","48","2.96","0","0","0","0","97250.46","362.77","97613.23","96887.69","75284.45","155.1","75439.56","75129.35","125121.39","906.87","4","2020-11-04T20:17:18.729Z"
"18.04","2.62","5.27","12.99","13","2","1","2","5","380","391","383","380","232","233.29","232.96","0","232.75","30","23","26","12","12","15","15","0","0","3.94","0.47","1.2","5.61","1.42","0.39","0.23","2.03","4.18","0.61","1.23","5.97","0.94","0.77","0.98","0.94","49.98","48.3","4.66","0","0","0","0","97250.48","362.77","97613.26","96887.7","75284.46","155.1","75439.57","75129.36","125121.41","906.87","4","2020-11-04T20:17:29.093Z"
"18.06","2.62","5.26","13.01","13","2","1","2","5","380","391","383","380","231.93","233.23","232.86","0","232.67","30","23","26","12","12","15","15","0","0","3.94","0.47","1.21","5.62","1.42","0.39","0.23","2.03","4.19","0.61","1.23","5.97","0.94","0.77","0.98","0.94","49.97","47.69","4.66","0","0","0","0","97250.49","362.77","97613.27","96887.72","75284.47","155.1","75439.58","75129.37","125121.43","906.87","4","2020-11-04T20:17:39.503Z"
"18.03","2.62","5.26","12.98","13","2","1","2","5","380","391","383","380","231.97","233.27","232.92","0","232.72","30","23","26","12","12","15","15","0","0","3.93","0.47","1.2","5.61","1.42","0.39","0.23","2.03","4.18","0.61","1.23","5.96","0.94","0.77","0.98","0.94","49.98","47.69","4.66","0","0","0","0","97250.52","362.77","97613.28","96887.73","75284.47","155.1","75439.59","75129.37","125121.45","906.87","4","2020-11-04T20:17:54.227Z"
"18.02","2.62","5.26","12.97","13","2","1","2","5","380","391","383","380","232.25","233.52","233.16","0","232.98","30","23","26","12","12","15","15","0","0","3.94","0.47","1.2","5.62","1.42","0.39","0.23","2.04","4.19","0.61","1.23","5.97","0.94","0.77","0.98","0.94","49.99","48","4.66","0","0","0","0","97250.53","362.77","97613.3","96887.75","75284.48","155.1","75439.59","75129.38","125121.46","906.87","4","2020-11-04T20:18:00.403Z"
"17.43","2.63","5.26","12.46","13","2","1","2","5","380","391","383","380","232.25","233.52","233.16","0","232.98","30","23","26","12","12","15","15","0","0","3.85","0.48","1.21","5.53","1.27","0.39","0.23","1.89","4.05","0.62","1.23","5.84","0.95","0.77","0.98","0.95","49.97","47.69","4.66","0","0","0","0","97250.55","362.77","97613.32","96887.77","75284.48","155.1","75439.59","75129.38","125121.48","906.87","4","2020-11-04T20:18:12.792Z"
"17.42","2.63","5.25","12.46","13","2","1","2","5","380","391","383","380","232.91","234.13","233.62","0","233.55","30","23","26","12","12","15","15","0","0","3.85","0.47","1.21","5.53","1.27","0.39","0.23","1.89","4.06","0.62","1.23","5.85","0.95","0.77","0.98","0.95","49.99","48","4.66","0","0","0","0","97250.56","362.77","97613.34","96887.79","75284.49","155.1","75439.6","75129.39","125121.51","906.87","4","2020-11-04T20:18:23.156Z"
"17.43","2.63","5.26","12.46","13","2","1","2","5","380","391","383","380","232.98","234.17","233.77","0","233.64","30","23","26","12","12","15","15","0","0","3.85","0.47","1.21","5.53","1.27","0.39","0.23","1.89","4.06","0.62","1.23","5.85","0.95","0.77","0.98","0.95","49.99","48","4.66","0","0","0","0","97250.59","362.77","97613.35","96887.8","75284.49","155.1","75439.61","75129.39","125121.52","906.87","4","2020-11-04T20:18:35.480Z"
"17.44","2.63","5.25","12.47","13","2","1","2","5","380","391","383","380","232.89","234.1","233.65","0","233.55","30","23","26","12","12","15","15","0","0","3.86","0.47","1.21","5.54","1.28","0.39","0.23","1.9","4.06","0.62","1.23","5.85","0.95","0.77","0.98","0.95","49.98","47.38","4.66","0","0","0","0","97250.6","362.77","97613.37","96887.82","75284.51","155.1","75439.61","75129.4","125121.54","906.87","4","2020-11-04T20:18:45.881Z"
"17.45","2.63","8.37","10.69","13","2","1","2","5","380","391","383","380","233.48","234.6","233.4","0","233.83","30","23","26","12","12","15","15","0","0","3.86","0.47","1.21","5.54","1.28","0.39","0.23","1.9","4.06","0.62","1.23","5.85","0.95","0.77","0.98","0.95","50","47.69","4.66","0","0","0","0","97250.62","362.77","97613.39","96887.85","75284.52","155.1","75439.62","75129.41","125121.56","906.87","4","2020-11-04T20:18:58.209Z"
"17.48","2.64","8.37","10.71","13","2","1","2","5","380","391","383","380","233.48","234.6","233.4","0","233.83","30","23","26","12","12","15","15","0","0","3.87","0.48","1.94","6.29","1.29","0.4","0.23","1.91","4.08","0.62","1.95","6.57","0.95","0.77","0.99","0.96","49.99","47.69","4.66","0","0","0","0","97250.64","362.77","97613.41","96887.87","75284.52","155.1","75439.62","75129.41","125121.59","906.87","4","2020-11-04T20:19:10.557Z"
"17.41","2.64","8.36","10.64","13","2","1","2","5","380","391","383","380","233.67","234.74","233.58","0","234","30","23","26","12","12","15","15","0","0","3.87","0.48","1.94","6.29","1.29","0.4","0.23","1.91","4.08","0.62","1.95","6.57","0.95","0.77","0.99","0.96","49.96","48.3","4.66","0","0","0","0","97250.64","362.77","97613.41","96887.87","75284.52","155.1","75439.63","75129.41","125121.61","906.87","4","2020-11-04T20:19:24.900Z"
"17.1","2.64","8.36","10.33","13","2","1","2","5","380","391","383","380","234.62","234.95","233.84","0","234.47","30","23","26","12","12","15","15","0","0","3.19","0.48","1.94","5.61","1.31","0.4","0.23","1.94","3.45","0.62","1.95","5.94","0.92","0.77","0.99","0.95","49.99","47.69","4.66","0","0","0","0","97250.69","362.77","97613.45","96887.91","75284.53","155.1","75439.63","75129.42","125121.63","906.87","4","2020-11-04T20:19:37.404Z"
"14.72","2.64","8.36","7.89","13","2","1","2","5","380","391","383","380","234.6","234.98","233.86","0","234.48","30","23","26","12","12","15","15","0","0","3.19","0.48","1.94","5.61","1.31","0.4","0.23","1.94","3.45","0.62","1.95","5.93","0.92","0.77","0.99","0.95","49.97","47.69","4.66","0","0","0","0","97250.69","362.77","97613.45","96887.91","75284.53","155.1","75439.64","75129.43","125121.65","906.87","4","2020-11-04T20:19:47.985Z"
"14.7","2.64","8.35","7.88","13","2","1","2","5","380","391","383","380","234.61","235","233.85","0","234.49","30","23","26","12","12","15","15","0","0","3.19","0.48","1.94","5.61","1.31","0.4","0.23","1.94","3.45","0.62","1.95","5.93","0.92","0.77","0.99","0.95","50","47.08","4.66","0","0","0","0","97250.72","362.77","97613.49","96887.95","75284.55","155.1","75439.65","75129.44","125121.66","906.87","4","2020-11-04T20:19:58.489Z"
"14.75","2.64","8.35","7.92","13","2","1","2","5","380","391","383","380","234.54","234.91","233.77","0","234.41","30","23","26","12","12","15","15","0","0","3.2","0.48","1.94","5.62","1.31","0.4","0.23","1.93","3.46","0.62","1.95","5.94","0.93","0.77","0.99","0.95","50.02","47.08","4.66","0","0","0","0","97250.73","362.77","97613.52","96887.96","75284.55","155.1","75439.66","75129.44","125121.68","906.87","4","2020-11-04T20:20:09.009Z"
"14.79","2.64","8.35","7.96","13","2","1","2","5","380","391","383","380","234.5","234.85","233.74","0","234.36","30","23","26","12","12","15","15","0","0","3.21","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.47","0.62","1.95","5.95","0.93","0.77","0.99","0.95","50.01","48.3","4.66","0","0","0","0","97250.75","362.77","97613.53","96887.98","75284.55","155.1","75439.66","75129.45","125121.7","906.87","4","2020-11-04T20:20:19.376Z"
"14.81","2.64","8.35","7.99","13","2","1","2","5","380","391","383","380","234.33","234.73","233.63","0","234.23","30","23","26","12","12","15","15","0","0","3.21","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.47","0.62","1.95","5.95","0.93","0.77","0.99","0.95","49.98","48","4.66","0","0","0","0","97250.75","362.77","97613.53","96887.98","75284.55","155.1","75439.66","75129.45","125121.73","906.87","4","2020-11-04T20:20:33.721Z"
"14.81","2.63","8.35","7.99","13","2","1","2","5","380","391","383","380","234.43","234.86","233.71","0","234.33","30","23","26","12","12","15","15","0","0","3.21","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.47","0.62","1.95","5.95","0.93","0.77","0.99","0.95","50","48.3","4.66","0","0","0","0","97250.79","362.77","97613.57","96888.02","75284.57","155.1","75439.67","75129.46","125121.74","906.87","4","2020-11-04T20:20:46.052Z"
"14.83","2.63","8.34","8","13","2","1","2","5","380","391","383","380","234.37","234.88","233.73","0","234.32","30","23","26","12","12","15","15","0","0","3.22","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.48","0.62","1.95","5.96","0.93","0.77","0.99","0.95","49.99","47.69","4.66","0","0","0","0","97250.79","362.77","97613.57","96888.02","75284.57","155.1","75439.68","75129.47","125121.77","906.87","4","2020-11-04T20:20:58.398Z"
"14.79","2.63","8.35","7.99","13","2","1","2","5","380","391","383","380","234.46","234.93","233.78","0","234.39","30","23","26","12","12","15","15","0","0","3.21","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.47","0.62","1.95","5.95","0.93","0.77","0.99","0.95","50.03","47.69","4.66","0","0","0","0","97250.79","362.77","97613.57","96888.02","75284.57","155.1","75439.69","75129.47","125121.78","906.87","4","2020-11-04T20:21:10.785Z"
"14.76","2.64","8.35","7.93","13","2","1","2","5","380","391","383","380","234.54","234.98","233.87","0","234.46","30","23","26","12","12","15","15","0","0","3.21","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.47","0.62","1.95","5.95","0.93","0.77","0.99","0.95","50.03","48.61","4.66","0","0","0","0","97250.85","362.77","97613.62","96888.08","75284.59","155.1","75439.7","75129.48","125121.8","906.87","4","2020-11-04T20:21:23.108Z"
"14.7","2.63","5.24","9.69","13","2","1","2","5","380","391","383","380","234.37","234.92","234.52","0","234.61","30","23","26","12","12","15","15","0","0","3.21","0.48","1.94","5.63","1.31","0.4","0.23","1.93","3.47","0.62","1.95","5.95","0.93","0.77","0.99","0.95","50.02","48.61","4.66","0","0","0","0","97250.88","362.77","97613.65","96888.09","75284.59","155.1","75439.7","75129.48","125121.82","906.87","4","2020-11-04T20:21:37.432Z"
"14.7","2.63","5.24","9.69","13","2","1","2","5","380","391","383","380","234.4","234.99","234.54","0","234.64","30","23","26","12","12","15","15","0","0","3.19","0.48","1.21","4.87","1.3","0.4","0.23","1.92","3.44","0.62","1.23","5.24","0.93","0.77","0.98","0.93","50.03","47.69","4.66","0","0","0","0","97250.88","362.77","97613.66","96888.11","75284.6","155.1","75439.7","75129.49","125121.84","906.87","4","2020-11-04T20:21:47.836Z"
"14.73","2.62","5.24","9.73","13","2","1","2","5","380","391","383","380","234.29","234.87","234.41","0","234.52","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.88","1.3","0.4","0.23","1.93","3.45","0.62","1.23","5.25","0.93","0.77","0.98","0.93","50.02","47.38","4.66","0","0","0","0","97250.9","362.77","97613.67","96888.12","75284.61","155.1","75439.71","75129.51","125121.86","906.87","4","2020-11-04T20:21:58.206Z"
"14.75","2.63","5.24","9.73","13","2","1","2","5","380","391","383","380","234.32","234.9","234.47","0","234.56","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.88","1.3","0.4","0.23","1.93","3.45","0.62","1.23","5.25","0.93","0.77","0.98","0.93","50.01","48","4.66","0","0","0","0","97250.91","362.77","97613.69","96888.14","75284.61","155.1","75439.72","75129.51","125121.88","906.87","4","2020-11-04T20:22:10.531Z"
"14.76","2.63","5.25","9.74","13","2","1","2","5","380","391","383","380","234.21","234.83","234.39","0","234.48","30","23","26","12","12","15","15","0","0","3.2","0.47","1.21","4.89","1.31","0.4","0.23","1.93","3.46","0.62","1.23","5.25","0.93","0.77","0.98","0.93","49.99","48","4.66","0","0","0","0","97250.93","362.77","97613.7","96888.16","75284.62","155.1","75439.72","75129.52","125121.89","906.87","4","2020-11-04T20:22:20.942Z"
"14.78","2.64","5.25","9.76","13","2","1","2","5","380","391","383","380","234.45","235","234.54","0","234.66","30","23","26","12","12","15","15","0","0","3.2","0.47","1.21","4.89","1.31","0.4","0.23","1.93","3.46","0.62","1.23","5.25","0.93","0.77","0.98","0.93","50","47.38","4.66","0","0","0","0","97250.95","362.77","97613.72","96888.18","75284.62","155.1","75439.73","75129.52","125121.91","906.87","4","2020-11-04T20:22:33.267Z"
"14.79","2.63","5.25","9.77","13","2","1","2","5","380","391","383","380","234.38","234.95","234.45","0","234.59","30","23","26","12","12","15","15","0","0","3.21","0.48","1.21","4.9","1.31","0.4","0.23","1.93","3.47","0.62","1.23","5.27","0.93","0.77","0.98","0.93","50.02","47.38","4.66","0","0","0","0","97250.95","362.77","97613.72","96888.18","75284.62","155.1","75439.73","75129.53","125121.93","906.87","4","2020-11-04T20:22:45.659Z"
"14.83","2.64","5.25","9.81","13","2","1","2","5","380","391","383","380","234.41","234.95","234.47","0","234.61","30","23","26","12","12","15","15","0","0","3.22","0.48","1.21","4.91","1.31","0.4","0.23","1.93","3.48","0.62","1.23","5.27","0.93","0.77","0.98","0.93","50.01","47.69","4.66","0","0","0","0","97250.98","362.77","97613.75","96888.2","75284.64","155.1","75439.74","75129.54","125121.95","906.87","4","2020-11-04T20:22:56.156Z"
"14.84","2.64","5.25","9.83","13","2","1","2","5","380","391","383","380","234.36","234.89","234.39","0","234.55","30","23","26","12","12","15","15","0","0","3.23","0.48","1.21","4.91","1.31","0.4","0.23","1.93","3.48","0.62","1.23","5.28","0.93","0.77","0.98","0.93","50","47.38","4.66","0","0","0","0","97250.99","362.77","97613.77","96888.22","75284.64","155.1","75439.74","75129.54","125121.95","906.87","4","2020-11-04T20:23:06.523Z"
"14.83","2.64","5.25","9.82","13","2","1","2","5","380","391","383","380","234.18","234.75","234.23","0","234.39","30","23","26","12","12","15","15","0","0","3.23","0.48","1.21","4.91","1.31","0.4","0.23","1.93","3.48","0.62","1.23","5.28","0.93","0.77","0.98","0.93","49.94","47.69","4.66","0","0","0","0","97251.01","362.77","97613.78","96888.23","75284.65","155.1","75439.75","75129.55","125121.98","906.87","4","2020-11-04T20:23:18.845Z"
"14.82","2.64","5.26","9.79","13","2","1","2","5","380","391","383","380","234.34","234.9","234.37","0","234.54","30","23","26","12","12","15","15","0","0","3.21","0.48","1.21","4.9","1.31","0.4","0.23","1.93","3.47","0.62","1.23","5.27","0.93","0.77","0.98","0.93","49.97","48","4.66","0","0","0","0","97251.02","362.77","97613.79","96888.25","75284.66","155.1","75439.76","75129.55","125121.99","906.87","4","2020-11-04T20:23:29.258Z"
"14.78","2.64","5.26","9.75","13","2","1","2","5","380","391","383","380","234.18","234.7","234.19","0","234.35","30","23","26","12","12","15","15","0","0","3.21","0.48","1.21","4.9","1.31","0.4","0.23","1.93","3.47","0.62","1.23","5.27","0.93","0.77","0.98","0.93","49.94","48.3","4.66","0","0","0","0","97251.04","362.77","97613.81","96888.27","75284.66","155.1","75439.77","75129.55","125122.01","906.87","4","2020-11-04T20:23:41.581Z"
"14.72","2.64","5.26","9.69","13","2","1","2","5","380","391","383","380","234.24","234.75","234.21","0","234.4","30","23","26","12","12","15","15","0","0","3.21","0.48","1.21","4.9","1.31","0.4","0.23","1.93","3.47","0.62","1.23","5.27","0.93","0.77","0.98","0.93","49.97","48.92","4.66","0","0","0","0","97251.05","362.77","97613.83","96888.28","75284.67","155.1","75439.77","75129.56","125122.02","906.87","4","2020-11-04T20:23:54.073Z"
"14.7","2.64","5.26","9.68","13","2","1","2","5","380","391","383","380","234.32","234.81","234.26","0","234.46","30","23","26","12","12","15","15","0","0","3.19","0.48","1.21","4.88","1.31","0.4","0.23","1.93","3.45","0.62","1.23","5.24","0.93","0.77","0.98","0.93","49.98","48","4.66","0","0","0","0","97251.07","362.77","97613.84","96888.3","75284.67","155.1","75439.77","75129.57","125122.04","906.87","4","2020-11-04T20:24:04.482Z"
"14.73","2.64","5.25","9.71","13","2","1","2","5","380","391","383","380","234.31","234.84","234.29","0","234.48","30","23","26","12","12","15","15","0","0","3.19","0.48","1.21","4.88","1.31","0.4","0.23","1.93","3.45","0.62","1.23","5.25","0.93","0.77","0.98","0.93","49.97","47.69","4.66","0","0","0","0","97251.09","362.77","97613.86","96888.31","75284.68","155.1","75439.78","75129.58","125122.05","906.87","4","2020-11-04T20:24:15.018Z"
"14.73","2.64","5.25","9.71","13","2","1","2","5","380","391","383","380","234.29","234.83","234.3","0","234.47","30","23","26","12","12","15","15","0","0","3.19","0.48","1.21","4.88","1.31","0.4","0.23","1.93","3.45","0.62","1.23","5.25","0.93","0.77","0.98","0.93","49.96","47.69","4.66","0","0","0","0","97251.1","362.77","97613.88","96888.33","75284.69","155.1","75439.79","75129.59","125122.07","906.87","4","2020-11-04T20:24:27.340Z"
"14.74","2.64","5.26","9.71","13","2","1","2","5","380","391","383","380","234.28","234.82","234.29","0","234.46","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.88","1.31","0.4","0.23","1.93","3.45","0.62","1.23","5.25","0.93","0.77","0.98","0.93","49.97","48","4.66","0","0","0","0","97251.11","362.77","97613.89","96888.34","75284.69","155.1","75439.79","75129.59","125122.09","906.87","4","2020-11-04T20:24:37.748Z"
"14.74","2.64","5.25","9.72","13","2","1","2","5","380","391","383","380","234.28","234.82","234.26","0","234.45","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.88","1.31","0.4","0.23","1.93","3.45","0.62","1.23","5.25","0.93","0.77","0.98","0.93","49.98","47.38","4.66","0","0","0","0","97251.13","362.77","97613.91","96888.36","75284.7","155.1","75439.8","75129.59","125122.11","906.87","4","2020-11-04T20:24:50.080Z"
"14.76","2.62","5.25","9.75","13","2","1","2","5","380","391","383","380","234.2","234.74","234.25","0","234.4","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.89","1.3","0.4","0.23","1.93","3.46","0.62","1.23","5.25","0.93","0.77","0.98","0.93","49.97","47.38","4.66","0","0","0","0","97251.13","362.77","97613.91","96888.36","75284.7","155.1","75439.8","75129.6","125122.12","906.87","4","2020-11-04T20:25:02.422Z"
"14.74","2.64","5.25","9.73","13","2","1","2","5","380","391","383","380","234.33","234.88","234.34","0","234.52","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.89","1.3","0.4","0.23","1.93","3.46","0.62","1.23","5.25","0.93","0.77","0.98","0.93","50.01","48","4.66","0","0","0","0","97251.13","362.77","97613.91","96888.36","75284.7","155.1","75439.81","75129.61","125122.14","906.87","4","2020-11-04T20:25:16.770Z"
"14.73","2.64","5.25","9.72","13","2","1","2","5","380","391","383","380","234.39","234.93","234.36","0","234.56","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.89","1.3","0.4","0.23","1.93","3.46","0.62","1.23","5.25","0.93","0.77","0.98","0.93","50.02","48","4.66","0","0","0","0","97251.19","362.77","97613.96","96888.41","75284.72","155.1","75439.82","75129.62","125122.17","906.87","4","2020-11-04T20:25:29.090Z"
"14.76","2.64","5.25","9.74","13","2","1","2","5","380","391","383","380","234.45","235.03","234.46","0","234.64","30","23","26","12","12","15","15","0","0","3.2","0.48","1.21","4.89","1.3","0.4","0.23","1.93","3.46","0.62","1.23","5.25","0.93","0.77","0.98","0.93","50.03","48","4.66","0","0","0","0","97251.2","362.77","97613.98","96888.42","75284.73","155.1","75439.82","75129.62","125122.17","906.87","4","2020-11-04T20:25:43.399Z"
"14.78","2.64","5.25","9.76","13","2","1","2","5","380","391","383","380","234.37","234.96","234.43","0","234.59","30","23","26","12","12","15","15","0","0","3.21","0.48","1.21","4.89","1.3","0.4","0.23","1.93","3.46","0.62","1.23","5.26","0.93","0.77","0.98","0.93","50.01","47.38","4.66","0","0","0","0","97251.22","362.77","97613.99","96888.45","75284.73","155.1","75439.82","75129.62","125122.17","906.87","4","2020-11-04T20:25:57.745Z"
"13.52","2.64","5.25","8.74","13","2","1","2","5","380","391","383","380","234.58","234.98","234.21","0","234.59","30","23","26","12","12","15","15","0","0","3.21","0.48","1.21","4.89","1.3","0.4","0.23","1.93","3.46","0.62","1.23","5.26","0.93","0.77","0.98","0.93","50.01","47.69","4.66","0","0","0","0","97251.24","362.77","97614.01","96888.46","75284.73","155.1","75439.84","75129.63","125122.23","906.87","4","2020-11-04T20:26:08.116Z"
"13.49","2.64","5.24","8.71","13","2","1","2","5","380","391","383","380","234.63","235.05","234.24","0","234.64","30","23","26","12","12","15","15","0","0","3","0.48","1.21","4.68","1.02","0.4","0.23","1.65","3.17","0.62","1.23","4.96","0.95","0.77","0.98","0.94","50.02","48","4.66","0","0","0","0","97251.24","362.77","97614.01","96888.46","75284.73","155.1","75439.85","75129.64","125122.24","906.87","4","2020-11-04T20:26:21.546Z"
"13.5","2.64","5.25","8.71","13","2","1","2","5","380","391","383","380","234.65","235.07","234.24","0","234.65","30","23","26","12","12","15","15","0","0","3","0.48","1.21","4.68","1.02","0.4","0.23","1.65","3.17","0.62","1.23","4.96","0.95","0.77","0.98","0.94","50.01","48.3","4.66","0","0","0","0","97251.24","362.77","97614.01","96888.46","75284.73","155.1","75439.86","75129.65","125122.26","906.87","4","2020-11-04T20:26:34.799Z"
"13.53","2.63","5.25","8.74","13","2","1","2","5","380","391","383","380","234.57","234.97","234.2","0","234.58","30","23","26","12","12","15","15","0","0","3","0.48","1.21","4.68","1.02","0.4","0.23","1.65","3.17","0.62","1.23","4.96","0.95","0.77","0.98","0.94","50","47.69","4.66","0","0","0","0","97251.29","362.77","97614.06","96888.52","75284.76","155.1","75439.87","75129.65","125122.27","906.87","4","2020-11-04T20:26:47.120Z"
"13.54","2.18","5.24","9.31","13","2","1","2","5","380","391","383","380","234.53","235.13","234.27","0","234.64","30","23","26","12","12","15","15","0","0","3","0.48","1.21","4.68","1.02","0.4","0.23","1.65","3.17","0.62","1.23","4.96","0.95","0.77","0.98","0.94","50.03","48","4.66","0","0","0","0","97251.29","362.77","97614.06","96888.52","75284.76","155.1","75439.88","75129.66","125122.3","906.87","4","2020-11-04T20:27:02.716Z"
"13.55","2.18","5.24","9.34","13","2","1","2","5","380","391","383","380","234.57","235.19","234.3","0","234.69","30","23","26","12","12","15","15","0","0","3.01","0.39","1.21","4.61","1.02","0.33","0.23","1.58","3.18","0.51","1.23","4.88","0.95","0.77","0.98","0.95","50.02","47.08","4.66","0","0","0","0","97251.29","362.77","97614.06","96888.52","75284.76","155.1","75439.88","75129.66","125122.31","906.87","4","2020-11-04T20:27:13.809Z"
"13.58","2.18","5.25","9.36","13","2","1","2","5","380","391","383","380","234.39","235.02","234.14","0","234.51","30","23","26","12","12","15","15","0","0","3.01","0.39","1.21","4.62","1.02","0.33","0.23","1.58","3.18","0.51","1.23","4.88","0.95","0.76","0.98","0.95","50","47.69","4.66","0","0","0","0","97251.34","362.77","97614.11","96888.56","75284.77","155.1","75439.88","75129.66","125122.32","906.87","4","2020-11-04T20:27:24.347Z"
"13.55","2.18","5.24","9.34","13","2","1","2","5","380","391","383","380","234.56","235.12","234.27","0","234.65","30","23","26","12","12","15","15","0","0","3.01","0.39","1.21","4.61","1.02","0.33","0.23","1.58","3.18","0.51","1.23","4.87","0.95","0.77","0.98","0.95","50.01","47.69","4.66","0","0","0","0","97251.34","362.77","97614.12","96888.58","75284.77","155.1","75439.88","75129.67","125122.34","906.87","4","2020-11-04T20:27:34.715Z"
"13.5","2.18","5.25","9.29","13","2","1","2","5","380","391","383","380","234.61","235.18","234.31","0","234.7","30","23","26","12","12","15","15","0","0","3","0.39","1.21","4.6","1.02","0.33","0.23","1.58","3.17","0.51","1.23","4.86","0.95","0.76","0.98","0.95","49.99","47.69","4.66","0","0","0","0","97251.36","362.77","97614.13","96888.59","75284.78","155.1","75439.89","75129.68","125122.35","906.87","4","2020-11-04T20:27:45.126Z"
"13.49","2.19","5.24","9.27","13","2","1","2","5","380","391","383","380","234.59","235.15","234.3","0","234.68","30","23","26","12","12","15","15","0","0","2.99","0.39","1.21","4.6","1.02","0.33","0.23","1.58","3.16","0.51","1.23","4.86","0.95","0.77","0.98","0.95","49.98","47.69","4.66","0","0","0","0","97251.38","362.77","97614.15","96888.6","75284.78","155.1","75439.89","75129.68","125122.37","906.87","4","2020-11-04T20:27:55.491Z"
